"Year","Period.Desc.","Trade.Flow","Reporter","Commodity.Code","Netweight..kg.","Trade.Value..US.."
2019,"August 2019","Imports","",701,60000,31500
2019,"March 2019","Exports","Rep. of Korea",701,500,640
2019,"June 2019","Imports","Kazakhstan",701,425546,80696
2019,"March 2019","Exports","Kyrgyzstan",701,212000,39127
2019,"November 2019","Exports","Kyrgyzstan",701,120000,22578
2019,"January 2019","Imports","Kazakhstan",701,37468,5148
2019,"June 2019","Imports","",701,244500,37740
2019,"March 2019","Exports","Lithuania",701,2750,1243
2019,"December 2019","Exports","Rep. of Korea",701,16096,43842
2019,"March 2019","Imports","Kazakhstan",701,226391,41278
2019,"July 2019","Imports","Kyrgyzstan",701,24330,3031
2019,"July 2019","Exports","Kyrgyzstan",701,106300,22067
2019,"September 2019","Exports","Brazil",701,20,33
2019,"October 2019","Imports","",701,42620,16850
2019,"April 2019","Imports","Kazakhstan",701,1730169,281421
2019,"August 2019","Exports","Kazakhstan",701,19944,8668
2019,"June 2019","Exports","Kazakhstan",701,1489305,249241
2019,"December 2019","Exports","Kyrgyzstan",701,40000,7054
2019,"April 2019","Exports","Rep. of Korea",701,200,268
2019,"December 2019","Imports","",701,341,82
2019,"September 2019","Imports","Kazakhstan",701,104643,8050
2019,"May 2019","Imports","Mongolia",701,198450,26033
2019,"June 2019","Exports","Egypt",701,11741300,4519917
2019,"June 2019","Imports","Rep. of Moldova",701,21000,7623
2019,"May 2019","Imports","Rep. of Moldova",701,1532560,571386
2019,"July 2019","Exports","EU-28",701,504,58
2019,"December 2019","Imports","Rep. of Moldova",701,4274940,1477788
2019,"March 2019","Exports","EU-28",701,4006630,3095891
2019,"February 2019","Imports","Rep. of Moldova",701,126000,31592
2019,"April 2019","Imports","Rep. of Moldova",701,231000,81780
2019,"March 2019","Imports","Rep. of Moldova",701,63500,16333
2019,"January 2019","Exports","EU-28",701,44,29
2019,"April 2019","Exports","EU-28",701,4393375,3139478
2019,"November 2019","Imports","Rep. of Moldova",701,5746710,1971734
2019,"April 2019","Imports","Mongolia",701,30800,3838
2019,"March 2019","Exports","Egypt",701,34649000,14248544
2019,"January 2019","Imports","Mongolia",701,4000,485
2019,"February 2019","Imports","Mongolia",701,3300,663
2019,"October 2019","Exports","EU-28",701,317,201
2019,"April 2019","Exports","Egypt",701,24653150,9284160
2019,"October 2019","Imports","Rep. of Moldova",701,3832140,1195419
2019,"July 2019","Imports","Mongolia",701,5000,1423
2019,"March 2019","Imports","Mongolia",701,64500,9073
2019,"May 2019","Exports","Egypt",701,51012600,19582570
2019,"December 2019","Exports","EU-28",701,196,131
2019,"May 2019","Exports","EU-28",701,75150,49682
2019,"September 2019","Imports","Rep. of Moldova",701,167500,48858
2019,"February 2019","Exports","Egypt",701,9848500,3914357
2019,"February 2019","Exports","EU-28",701,300450,222153
2019,"June 2019","Imports","Mongolia",701,17800,3393
2019,"January 2019","Exports","Egypt",701,538660,164975
2019,"January 2019","Exports","Belarus",701,0,2244600
2019,"March 2019","Exports","Netherlands",701,2533830,1931685
2019,"March 2019","Exports","Belarus",701,0,2857300
2019,"February 2019","Imports","Belarus",701,455255,91400
2019,"October 2019","Exports","Netherlands",701,317,201
2019,"June 2019","Imports","Belarus",701,923380,176800
2019,"October 2019","Exports","Belarus",701,744648,95900
2019,"January 2019","Imports","Belarus",701,137428,24100
2019,"May 2019","Exports","Belarus",701,0,2466800
2019,"May 2019","Exports","Netherlands",701,5000,4921
2019,"July 2019","Imports","Belarus",701,786917,155300
2019,"November 2019","Exports","Belarus",701,855727,162300
2019,"March 2019","Imports","Belarus",701,440388,112000
2019,"February 2019","Exports","Belarus",701,0,2387500
2019,"July 2019","Exports","Belarus",701,0,202100
2019,"April 2019","Exports","Belarus",701,0,3129600
2019,"August 2019","Exports","Belarus",701,1379000,260800
2019,"October 2019","Imports","Belarus",701,770930,103800
2019,"September 2019","Exports","Belarus",701,0,637200
2019,"May 2019","Imports","Belarus",701,817366,254200
2019,"December 2019","Imports","Belarus",701,493528,116400
2019,"December 2019","Exports","Belarus",701,0,360200
2019,"September 2019","Imports","Belarus",701,658980,95900
2019,"January 2019","Exports","Netherlands",701,44,29
2019,"November 2019","Imports","Belarus",701,297362,57200
2019,"April 2019","Imports","Belarus",701,565985,147600
2019,"August 2019","Imports","Belarus",701,680467,110600
2019,"June 2019","Exports","Belarus",701,0,615700
2019,"April 2019","Exports","Netherlands",701,1588220,1210211
2019,"November 2019","Exports","Azerbaijan",701,16750,6700
2019,"May 2019","Exports","Azerbaijan",701,41761600,18797555
2019,"May 2019","Exports","TFYR of Macedonia",701,6,3
2019,"March 2019","Imports","TFYR of Macedonia",701,59640,9048
2019,"February 2019","Imports","TFYR of Macedonia",701,82760,15035
2019,"May 2019","Imports","Azerbaijan",701,726715,207740
2019,"March 2019","Exports","Pakistan",701,13152600,2931411
2019,"April 2019","Imports","Azerbaijan",701,15499310,3899810
2019,"March 2019","Exports","Ukraine",701,128,75
2019,"October 2019","Imports","Azerbaijan",701,37161900,10991419
2019,"April 2019","Exports","Pakistan",701,15967700,3063783
2019,"July 2019","Exports","Ukraine",701,70,59
2019,"May 2019","Imports","Turkey",701,20340,4190
2019,"September 2019","Imports","Azerbaijan",701,14191090,3690489
2019,"February 2019","Exports","Ukraine",701,50,28
2019,"November 2019","Imports","Ukraine",701,2233756,1051464
2019,"February 2019","Exports","Azerbaijan",701,193265,81990
2019,"March 2019","Exports","TFYR of Macedonia",701,8,6
2019,"August 2019","Imports","Azerbaijan",701,444144,114607
2019,"February 2019","Exports","Pakistan",701,4052010,966749
2019,"March 2019","Imports","Azerbaijan",701,9896387,2388855
2019,"December 2019","Exports","Pakistan",701,26610,9494
2019,"November 2019","Imports","Azerbaijan",701,17589660,4883244
2019,"April 2019","Exports","TFYR of Macedonia",701,38,34
2019,"October 2019","Exports","Ukraine",701,80,70
2019,"April 2019","Exports","Azerbaijan",701,4198630,1870233
2019,"June 2019","Exports","TFYR of Macedonia",701,4536,1916
2019,"June 2019","Exports","Azerbaijan",701,8875150,3993810
2019,"March 2019","Exports","Azerbaijan",701,691245,304411
2019,"October 2019","Imports","Ukraine",701,4074572,622880
2019,"February 2019","Imports","Azerbaijan",701,9193420,2248794
2019,"September 2019","Imports","Ukraine",701,42900,6286
2019,"June 2019","Exports","Kyrgyzstan",701,62000,17018
2019,"January 2019","Exports","Rep. of Korea",701,47963,84236
2019,"October 2019","Imports","Kazakhstan",701,147042,12120
2019,"July 2019","Exports","",701,100000,15350
2019,"April 2019","Exports","Kyrgyzstan",701,160560,27344
2019,"July 2019","Exports","Kazakhstan",701,394000,80997
2019,"March 2019","Exports","Kazakhstan",701,277200,25105
2019,"November 2019","Imports","",701,60000,9780
2019,"May 2019","Exports","Kazakhstan",701,1199000,250132
2019,"May 2019","Imports","Kazakhstan",701,471157,70696
2019,"July 2019","Imports","Kazakhstan",701,345872,32093
2019,"June 2019","Exports","",701,310865,80402
2019,"December 2019","Imports","Kazakhstan",701,217786,15774
2019,"May 2019","Exports","Pakistan",701,1901230,307950
2019,"July 2019","Imports","Azerbaijan",701,258000,77400
2019,"January 2019","Exports","Azerbaijan",701,66955,28185
2019,"June 2019","Exports","Pakistan",701,26000,3809
2019,"January 2019","Imports","Azerbaijan",701,7602790,1976398
2019,"December 2019","Exports","Azerbaijan",701,40355,17567
2019,"December 2019","Imports","Azerbaijan",701,11820210,3164439
2020,"April 2020","Exports","India",701,3400,68325
2020,"July 2020","Exports","",701,3,3
2020,"November 2020","Imports","",701,10250260,911544
2020,"July 2020","Imports","",701,3033520,594139
2020,"September 2020","Imports","",701,5739530,623234
2020,"April 2020","Imports","",701,25309810,2703638
2020,"January 2020","Exports","",701,10,3
2020,"February 2020","Exports","",701,19960,3943
2020,"December 2020","Imports","",701,757477,323023
2020,"June 2020","Imports","",701,10229220,1119861
2020,"May 2020","Exports","",701,4,1
2020,"May 2020","Imports","",701,16190650,1613838
2020,"August 2020","Imports","",701,1261950,466245
2020,"October 2020","Imports","",701,4564990,338866
2020,"November 2020","Imports","Armenia",701,50,28
2020,"March 2020","Imports","Serbia",701,221800,88044
2020,"April 2020","Imports","Bosnia Herzegovina",701,118800,81505
2020,"February 2020","Imports","Serbia",701,41600,6299
2020,"May 2020","Imports","Serbia",701,20000,3400
2020,"October 2020","Exports","Serbia",701,145200,67600
2020,"March 2020","Exports","Germany",701,160000,111409
2020,"July 2020","Exports","Serbia",701,61670,38393
2020,"August 2020","Exports","Serbia",701,700941,403842
2020,"April 2020","Exports","Germany",701,3246860,2193802
2020,"May 2020","Exports","Germany",701,113200,49494
2020,"December 2020","Imports","Serbia",701,14790,18044
2020,"May 2020","Imports","Armenia",701,64900,8861
2020,"September 2020","Exports","Serbia",701,666900,344400
2020,"February 2020","Imports","Armenia",701,14500,1826
2020,"April 2020","Imports","Serbia",701,663200,354306
2020,"September 2020","Exports","Armenia",701,44030,14970
2020,"January 2020","Imports","Serbia",701,82074,14382
2020,"January 2020","Exports","Germany",701,855,300
2020,"December 2020","Exports","Serbia",701,399800,145626
2020,"November 2020","Exports","Serbia",701,63000,23727
2020,"September 2020","Imports","Belarus",701,1084700,155900
2020,"November 2020","Imports","Belarus",701,1689820,309600
2020,"January 2020","Imports","Belarus",701,336534,77600
2020,"May 2020","Exports","Belarus",701,247349,61900
2020,"April 2020","Exports","Belarus",701,511735,225600
2020,"July 2020","Exports","Belarus",701,217341,43800
2020,"September 2020","Exports","Belarus",701,0,3315800
2020,"January 2020","Exports","Belarus",701,410119,94800
2020,"July 2020","Imports","Belarus",701,2138500,485500
2020,"May 2020","Imports","Belarus",701,1026713,258200
2020,"March 2020","Exports","Belarus",701,861520,159300
2020,"October 2020","Exports","Belarus",701,0,4838400
2020,"February 2020","Imports","Belarus",701,734867,168800
2020,"June 2020","Exports","Belarus",701,0,21800
2020,"August 2020","Imports","Belarus",701,770664,116500
2020,"February 2020","Exports","Belarus",701,0,403000
2020,"October 2020","Imports","Belarus",701,2155480,322800
2020,"August 2020","Exports","Belarus",701,0,295000
2020,"March 2020","Imports","Belarus",701,588175,175800
2020,"November 2020","Exports","Belarus",701,0,4023500
2020,"June 2020","Imports","Belarus",701,1109990,317300
2020,"April 2020","Imports","Belarus",701,463294,126700
2020,"April 2020","Exports","Estonia",701,102,58
2020,"April 2020","Exports","Netherlands",701,4376710,3060909
2020,"March 2020","Exports","Netherlands",701,375000,239393
2020,"November 2020","Exports","Netherlands",701,2066,1492
2020,"May 2020","Imports","Ukraine",701,3062590,453370
2020,"May 2020","Exports","Israel",701,320399,119000
2020,"May 2020","Exports","Ukraine",701,130,134
2020,"October 2020","Imports","Ukraine",701,22000,2860
2020,"July 2020","Exports","Israel",701,150776,56000
2020,"February 2020","Imports","Ukraine",701,9256080,1545734
2020,"May 2020","Exports","TFYR of Macedonia",701,106169,35930
2020,"July 2020","Exports","Ukraine",701,20,12
2020,"June 2020","Imports","Ukraine",701,646060,197698
2020,"August 2020","Exports","Ukraine",701,261,229
2020,"March 2020","Exports","Ukraine",701,50,33
2020,"July 2020","Exports","TFYR of Macedonia",701,3290,944
2020,"April 2020","Exports","TFYR of Macedonia",701,7,3
2020,"October 2020","Exports","TFYR of Macedonia",701,4,8
2020,"December 2020","Exports","Israel",701,37694,14000
2020,"June 2020","Exports","TFYR of Macedonia",701,230283,99700
2020,"January 2020","Imports","Ukraine",701,6526790,1002206
2020,"January 2020","Exports","Ukraine",701,50,37
2020,"October 2020","Exports","Ukraine",701,403,283
2020,"September 2020","Imports","Ukraine",701,277740,38247
2020,"September 2020","Exports","Ukraine",701,130,122
2020,"March 2020","Imports","Ukraine",701,12192720,1947521
2020,"June 2020","Exports","Israel",701,393094,146000
2020,"February 2020","Exports","Ukraine",701,78,47
2020,"April 2020","Exports","Ukraine",701,122,112
2020,"April 2020","Imports","Ukraine",701,10785940,2082281
2020,"April 2020","Exports","EU-28",701,8055347,5582203
2020,"January 2020","Exports","EU-28",701,855,300
2020,"November 2020","Exports","EU-28",701,2066,1492
2020,"December 2020","Exports","Lithuania",701,1750,1895
2020,"October 2020","Imports","Kyrgyzstan",701,286000,24007
2020,"October 2020","Exports","Kyrgyzstan",701,80000,4677
2020,"November 2020","Imports","Kyrgyzstan",701,168000,10284
2020,"May 2020","Exports","EU-28",701,113200,49494
2020,"September 2020","Imports","Kyrgyzstan",701,60000,3919
2020,"March 2020","Exports","EU-28",701,755300,524202
2020,"December 2020","Exports","EU-28",701,1750,1896
2020,"April 2020","Imports","Kyrgyzstan",701,79001,5662
2020,"January 2020","Exports","Kyrgyzstan",701,320000,68957
2020,"May 2020","Imports","Kyrgyzstan",701,6000,812
2020,"July 2020","Exports","Kyrgyzstan",701,200000,18276
2020,"January 2020","Imports","Rep. of Moldova",701,2865460,908650
2020,"October 2020","Exports","Egypt",701,190963,70926
2020,"August 2020","Exports","Egypt",701,52278,19417
2020,"December 2020","Exports","Egypt",701,281916,110341
2020,"May 2020","Exports","Egypt",701,30182026,11348854
2020,"March 2020","Imports","Rep. of Moldova",701,4853710,1404886
2020,"February 2020","Imports","Rep. of Moldova",701,3306300,933597
2020,"April 2020","Imports","Rep. of Moldova",701,2628730,752085
2020,"May 2020","Imports","Rep. of Moldova",701,235300,71210
2020,"June 2020","Exports","Egypt",701,20230148,7651853
2020,"April 2020","Exports","Pakistan",701,3276890,823677
2020,"November 2020","Imports","Azerbaijan",701,6882270,2303893
2020,"September 2020","Imports","Azerbaijan",701,1789600,590593
2020,"November 2020","Exports","Azerbaijan",701,22615,10177
2020,"July 2020","Exports","Norway",701,172,543
2020,"August 2020","Exports","Norway",701,80,267
2020,"July 2020","Exports","Pakistan",701,29000,5790
2020,"February 2020","Imports","Georgia",701,41458,3699
2020,"March 2020","Exports","Azerbaijan",701,881024,388557
2020,"April 2020","Exports","Azerbaijan",701,5179410,2330248
2020,"June 2020","Exports","Pakistan",701,116530,27181
2020,"March 2020","Exports","Finland",701,256116,163041
2020,"February 2020","Imports","Azerbaijan",701,16002840,4597719
2020,"February 2020","Exports","Pakistan",701,3933020,1168180
2020,"July 2020","Exports","Azerbaijan",701,16279,7326
2020,"December 2020","Imports","Azerbaijan",701,3787440,1249846
2020,"June 2020","Exports","Georgia",701,1630790,654382
2020,"October 2020","Imports","Azerbaijan",701,15558150,5221610
2020,"April 2020","Imports","Georgia",701,1345440,176711
2020,"May 2020","Imports","Azerbaijan",701,552170,166164
2020,"March 2020","Imports","Georgia",701,417243,59543
2020,"July 2020","Exports","Georgia",701,32800,14760
2020,"September 2020","Exports","Norway",701,240,555
2020,"June 2020","Exports","Azerbaijan",701,23323000,10154317
2020,"March 2020","Exports","Pakistan",701,2842180,680619
2020,"May 2020","Imports","Georgia",701,669470,78025
2020,"May 2020","Exports","Pakistan",701,319410,75335
2020,"March 2020","Imports","Azerbaijan",701,11533910,3050307
2020,"April 2020","Imports","Azerbaijan",701,14853150,3886471
2020,"February 2020","Exports","Azerbaijan",701,335471,144407
2020,"January 2020","Imports","Georgia",701,103310,9533
2020,"May 2020","Exports","Azerbaijan",701,39381300,17736043
2020,"December 2020","Exports","Azerbaijan",701,45000,20250
2020,"August 2020","Imports","Azerbaijan",701,20150,5038
2020,"January 2020","Imports","Azerbaijan",701,8289660,2394120
2020,"January 2020","Exports","Azerbaijan",701,78630,33840
2010,"February 2010","Exports","Hungary",702,6300,9401
2010,"June 2010","Exports","Serbia",702,19949,14219
2010,"August 2010","Exports","Serbia",702,19168,10533
2010,"September 2010","Exports","Serbia",702,454702,311681
2010,"October 2010","Exports","Serbia",702,1286280,907585
2010,"November 2010","Exports","Serbia",702,74019,73638
2010,"November 2010","Exports","Hungary",702,8100,10609
2010,"December 2010","Exports","Hungary",702,29300,43872
2010,"December 2010","Exports","Serbia",702,57229,48027
2010,"January 2010","Exports","Armenia",702,1123,1336
2010,"January 2010","Exports","Ukraine",702,75983,277111
2010,"January 2010","Exports","Italy",702,2200,6264
2010,"February 2010","Exports","Ukraine",702,38403,149183
2010,"February 2010","Exports","Italy",702,4100,7513
2010,"March 2010","Exports","Italy",702,37800,101768
2010,"March 2010","Exports","Ukraine",702,195345,454281
2010,"April 2010","Exports","Armenia",702,934,747
2010,"April 2010","Exports","Italy",702,44600,121098
2010,"May 2010","Exports","Italy",702,57300,129217
2010,"May 2010","Exports","Armenia",702,1143,914
2010,"June 2010","Exports","Armenia",702,1595,1435
2010,"June 2010","Exports","TFYR of Macedonia",702,284756,172774
2010,"July 2010","Exports","Ukraine",702,10380598,6577112
2010,"July 2010","Exports","TFYR of Macedonia",702,30175,25871
2010,"July 2010","Exports","Armenia",702,20886,8653
2010,"August 2010","Exports","Armenia",702,425,350
2010,"August 2010","Exports","Ukraine",702,12479497,6173536
2010,"September 2010","Exports","TFYR of Macedonia",702,194019,133353
2010,"September 2010","Exports","Ukraine",702,17454457,8669801
2010,"September 2010","Exports","Armenia",702,315555,209119
2010,"January 2010","Exports","Lithuania",702,813668,1828041
2010,"January 2010","Exports","Spain",702,1852600,2458087
2010,"January 2010","Exports","Latvia",702,27688,43218
2010,"February 2010","Exports","Latvia",702,16334,24695
2010,"February 2010","Exports","Spain",702,1331200,1965804
2010,"February 2010","Exports","Lithuania",702,822349,1903643
2010,"March 2010","Exports","Lithuania",702,670912,1897624
2010,"March 2010","Exports","Latvia",702,24147,47105
2010,"March 2010","Exports","Spain",702,385900,848409
2010,"March 2010","Imports","Lithuania",702,2409,5158
2010,"April 2010","Imports","Lithuania",702,3250,7165
2010,"April 2010","Exports","Lithuania",702,970682,2262573
2010,"April 2010","Exports","Spain",702,273600,555709
2010,"May 2010","Exports","Spain",702,126400,159070
2010,"May 2010","Exports","Latvia",702,19641,15692
2010,"May 2010","Exports","China",702,9718187,5656609
2010,"May 2010","Exports","Lithuania",702,3866388,4792594
2010,"June 2010","Exports","Spain",702,24900,41907
2010,"June 2010","Exports","Lithuania",702,3713046,4254392
2010,"June 2010","Exports","China",702,11763884,6529509
2010,"July 2010","Exports","Spain",702,11600,53732
2010,"July 2010","Exports","China",702,2998363,1681679
2010,"July 2010","Exports","Lithuania",702,2756763,3764216
2010,"August 2010","Exports","Lithuania",702,2120545,2891969
2010,"August 2010","Exports","China",702,397314,193244
2010,"August 2010","Exports","Spain",702,9600,51111
2010,"September 2010","Imports","Lithuania",702,3984,6515
2010,"September 2010","Exports","Spain",702,28200,62481
2010,"September 2010","Exports","China",702,436437,234955
2010,"September 2010","Exports","Lithuania",702,2529712,4503711
2010,"October 2010","Exports","China",702,3327161,1720608
2010,"October 2010","Exports","Lithuania",702,3457229,7607455
2010,"October 2010","Exports","Spain",702,346300,499139
2010,"January 2010","Exports","Turkey",702,16319654,13433540
2010,"February 2010","Exports","Turkey",702,23969263,21090130
2010,"March 2010","Exports","Turkey",702,34607318,32882717
2010,"April 2010","Exports","Turkey",702,57972955,54868368
2010,"May 2010","Exports","Greece",702,18500,22907
2010,"May 2010","Imports","Turkey",702,36960,57105
2010,"May 2010","Exports","Turkey",702,90893061,69494093
2010,"June 2010","Exports","Greece",702,37000,23096
2010,"June 2010","Exports","Turkey",702,32962580,17521418
2010,"July 2010","Exports","Turkey",702,575451,399516
2010,"August 2010","Exports","Turkey",702,163620,138564
2010,"September 2010","Exports","Turkey",702,2429110,1253744
2010,"October 2010","Exports","Germany",702,500,1112
2010,"October 2010","Exports","Turkey",702,1981850,1242431
2010,"November 2010","Exports","Greece",702,55900,73402
2010,"November 2010","Exports","Turkey",702,13105173,11622205
2010,"December 2010","Exports","Turkey",702,28107282,24599011
2010,"December 2010","Exports","Greece",702,75500,108801
2010,"January 2010","Exports","Finland",702,500,2526
2010,"January 2010","Exports","Morocco",702,691600,288239
2010,"February 2010","Exports","Finland",702,100,493
2010,"April 2010","Exports","Dominican Rep.",702,3800,3000
2010,"June 2010","Exports","Estonia",702,100,134
2010,"July 2010","Exports","Estonia",702,100,128
2010,"October 2010","Exports","Finland",702,1900,4294
2010,"January 2010","Exports","France",702,559700,799922
2010,"February 2010","Exports","France",702,211300,339603
2010,"March 2010","Exports","France",702,53300,164117
2010,"April 2010","Exports","Germany",702,600,2682
2010,"April 2010","Exports","France",702,32400,80835
2010,"May 2010","Exports","France",702,84300,154762
2010,"June 2010","Exports","France",702,123700,176966
2010,"June 2010","Exports","Germany",702,400,464
2010,"July 2010","Exports","France",702,43100,131552
2010,"August 2010","Exports","France",702,15400,27573
2010,"September 2010","Exports","France",702,112600,238927
2010,"October 2010","Exports","France",702,149500,281553
2010,"November 2010","Exports","France",702,628900,1094746
2010,"December 2010","Exports","France",702,769000,1184655
2010,"January 2010","Exports","EU-28",702,4403700,7530554
2010,"January 2010","Exports","Poland",702,48500,54839
2010,"February 2010","Exports","Poland",702,49000,51959
2010,"February 2010","Exports","EU-28",702,3436429,6859135
2010,"March 2010","Exports","EU-28",702,2181014,5851455
2010,"March 2010","Exports","Poland",702,136500,151965
2010,"March 2010","Imports","EU-28",702,2409,5167
2010,"April 2010","Exports","Poland",702,437100,548415
2010,"April 2010","Exports","EU-28",702,4936346,10699747
2010,"April 2010","Imports","EU-28",702,3250,7146
2010,"May 2010","Exports","Poland",702,1830200,1889384
2010,"May 2010","Exports","EU-28",702,10238796,12641019
2010,"June 2010","Exports","Poland",702,3459200,3183380
2010,"June 2010","Exports","EU-28",702,10815333,11459320
2010,"July 2010","Exports","Poland",702,2188800,2384502
2010,"July 2010","Exports","EU-28",702,5938620,7528287
2010,"August 2010","Imports","Poland",702,18700,17544
2010,"August 2010","Imports","EU-28",702,18720,17544
2010,"August 2010","Exports","Poland",702,2003600,1835905
2010,"August 2010","Exports","EU-28",702,5020150,5903087
2010,"September 2010","Exports","EU-28",702,8266064,11111001
2010,"September 2010","Imports","EU-28",702,3984,6549
2010,"September 2010","Exports","Poland",702,3899300,3713472
2010,"October 2010","Exports","Poland",702,7883900,7974029
2010,"October 2010","Exports","EU-28",702,14370149,21161757
2010,"November 2010","Exports","EU-28",702,11694893,20885554
2010,"November 2010","Exports","Poland",702,1792000,2203855
2010,"December 2010","Exports","EU-28",702,7292377,14955203
2010,"December 2010","Exports","Poland",702,470100,785972
2010,"October 2010","Exports","Latvia",702,10050,13309
2010,"November 2010","Exports","Spain",702,1883800,2521465
2010,"November 2010","Exports","Latvia",702,15570,20281
2010,"November 2010","Exports","China",702,5601796,2834118
2010,"November 2010","Exports","Lithuania",702,4879686,10304702
2010,"December 2010","Exports","Lithuania",702,3383341,8734209
2010,"December 2010","Exports","Spain",702,1640600,2362080
2010,"December 2010","Exports","China",702,6436116,3589982
2010,"January 2010","Exports","Rep. of Moldova",702,164728,149714
2010,"January 2010","Re-exports","Rep. of Moldova",702,164728,149714
2010,"January 2010","Exports","China",702,3569040,1691871
2010,"February 2010","Exports","Rep. of Moldova",702,65928,76924
2010,"February 2010","Re-exports","Rep. of Moldova",702,65928,76924
2010,"February 2010","Exports","China",702,4656667,2313872
2010,"March 2010","Exports","China",702,7295002,3633026
2010,"March 2010","Exports","Rep. of Moldova",702,192894,193073
2010,"March 2010","Re-exports","Rep. of Moldova",702,192894,193073
2010,"April 2010","Re-exports","Rep. of Moldova",702,114377,146977
2010,"April 2010","Exports","China",702,10246379,5571680
2010,"April 2010","Exports","Rep. of Moldova",702,114377,146977
2010,"May 2010","Exports","Bulgaria",702,150300,195767
2010,"May 2010","Exports","Rep. of Moldova",702,330396,232119
2010,"May 2010","Re-exports","Rep. of Moldova",702,330396,232119
2010,"June 2010","Exports","Bulgaria",702,106600,69800
2010,"June 2010","Exports","Rep. of Moldova",702,345900,191194
2010,"June 2010","Re-exports","Rep. of Moldova",702,251000,148443
2010,"July 2010","Exports","Bulgaria",702,54800,37683
2010,"July 2010","Exports","Rep. of Moldova",702,538810,203932
2010,"August 2010","Exports","Rep. of Moldova",702,55600,12965
2010,"September 2010","Exports","Rep. of Moldova",702,55920,23426
2010,"November 2010","Exports","Rep. of Moldova",702,5548,4370
2010,"November 2010","Re-exports","Rep. of Moldova",702,5548,4370
2010,"December 2010","Exports","Bulgaria",702,18500,28658
2010,"January 2010","Exports","Belgium",702,470960,813329
2010,"January 2010","Imports","Kazakhstan",702,6490,1666
2010,"January 2010","Exports","Kazakhstan",702,23500,15221
2010,"February 2010","Exports","Jordan",702,353657,498109
2010,"February 2010","Imports","Kazakhstan",702,4536,1004
2010,"February 2010","Exports","Belgium",702,465526,897664
2010,"March 2010","Exports","Jordan",702,322756,456375
2010,"March 2010","Exports","Belgium",702,358635,771058
2010,"March 2010","Imports","Kazakhstan",702,37496,11616
2010,"March 2010","Exports","Japan",702,323,7855
2010,"April 2010","Exports","Kazakhstan",702,15760,27737
2010,"April 2010","Exports","Japan",702,247,5355
2010,"April 2010","Imports","Kazakhstan",702,11250,2993
2010,"April 2010","Exports","Belgium",702,1475164,3258287
2010,"April 2010","Exports","Jordan",702,42100,59296
2010,"May 2010","Exports","Belgium",702,2381980,3104568
2010,"May 2010","Exports","Kazakhstan",702,255111,266129
2010,"May 2010","Imports","Kazakhstan",702,1500,390
2010,"May 2010","Exports","Japan",702,224,5242
2010,"June 2010","Exports","Belgium",702,2028628,2301019
2010,"June 2010","Imports","Kazakhstan",702,35304,6339
2010,"June 2010","Exports","Japan",702,139,2365
2010,"June 2010","Exports","Kazakhstan",702,1169160,597622
2010,"July 2010","Exports","Belgium",702,803943,975796
2010,"August 2010","Exports","Belgium",702,737963,877692
2010,"August 2010","Imports","Kazakhstan",702,395765,46472
2010,"September 2010","Exports","Belgium",702,1501890,2240488
2010,"October 2010","Exports","Belgium",702,2234768,4227543
2010,"November 2010","Exports","Belgium",702,2044366,3886886
2010,"December 2010","Exports","Belgium",702,837555,1488629
2010,"December 2010","Imports","Kazakhstan",702,4080,6237
2010,"October 2010","Exports","Armenia",702,426255,268613
2010,"October 2010","Exports","TFYR of Macedonia",702,694087,337819
2010,"October 2010","Exports","Italy",702,74900,167862
2010,"October 2010","Exports","Ukraine",702,2756312,1720407
2010,"November 2010","Exports","Italy",702,21500,62479
2010,"November 2010","Exports","Ukraine",702,1576700,1590264
2010,"November 2010","Exports","Armenia",702,29164,22276
2010,"November 2010","Exports","Egypt",702,28120,16466
2010,"November 2010","Exports","TFYR of Macedonia",702,92753,74668
2010,"December 2010","Exports","TFYR of Macedonia",702,38000,58737
2010,"December 2010","Exports","Ukraine",702,46076,209122
2010,"December 2010","Exports","Italy",702,8400,34897
2010,"December 2010","Exports","Armenia",702,3091,10550
2010,"December 2010","Exports","Egypt",702,57468,68203
2011,"January 2011","Exports","Belgium",702,266607,561195
2011,"January 2011","Exports","Netherlands",702,41956,68302
2011,"January 2011","Exports","Italy",702,10900,44248
2011,"January 2011","Exports","Finland",702,400,842
2011,"February 2011","Exports","Netherlands",702,63934,252419
2011,"February 2011","Exports","Finland",702,300,382
2011,"February 2011","Exports","Italy",702,16000,71207
2011,"February 2011","Exports","Belgium",702,262097,699356
2011,"March 2011","Exports","Italy",702,16500,69869
2011,"March 2011","Exports","Netherlands",702,27988,70261
2011,"March 2011","Exports","Finland",702,400,938
2011,"March 2011","Exports","Belgium",702,142610,438843
2011,"April 2011","Exports","Belgium",702,1676084,3129535
2011,"April 2011","Exports","Finland",702,600,1560
2011,"April 2011","Exports","Netherlands",702,386980,646932
2011,"April 2011","Exports","Italy",702,30600,118843
2011,"May 2011","Exports","Belgium",702,5371782,6752539
2011,"May 2011","Exports","Netherlands",702,1515090,1781917
2011,"May 2011","Exports","Italy",702,5600,18523
2011,"June 2011","Exports","Belgium",702,669622,468694
2011,"June 2011","Exports","Netherlands",702,188538,125819
2011,"June 2011","Imports","Belgium",702,601659,484751
2011,"June 2011","Exports","Italy",702,1200,3381
2011,"July 2011","Exports","Estonia",702,1300,1612
